iter	MultiClass
3942	-0.6246020864
3943	-0.6245973149
3944	-0.6245927449
3945	-0.6245863299
3946	-0.6245804696
3947	-0.6245743202
3948	-0.6245679065
3949	-0.6245615344
3950	-0.6245494529
3951	-0.6245423385
3952	-0.6245343564
3953	-0.624526365
3954	-0.6245208085
3955	-0.6245124675
3956	-0.6245096448
3957	-0.6245001134
3958	-0.6244854476
3959	-0.6244826958
3960	-0.6244733462
3961	-0.6244645558
3962	-0.6244604343
3963	-0.6244529655
3964	-0.6244481271
3965	-0.6244398213
3966	-0.6244361831
3967	-0.6244320251
3968	-0.6244216502
3969	-0.6244147042
3970	-0.6244109752
3971	-0.6244038844
3972	-0.6243973409
3973	-0.6243902176
3974	-0.6243863732
3975	-0.6243786575
3976	-0.6243737547
3977	-0.6243681296
3978	-0.6243605971
3979	-0.6243523737
3980	-0.6243454591
3981	-0.6243368326
3982	-0.6243306154
3983	-0.6243195455
3984	-0.6243075988
3985	-0.6242964607
3986	-0.6242899691
3987	-0.6242803426
3988	-0.6242726119
3989	-0.6242683538
3990	-0.6242630412
3991	-0.6242583375
3992	-0.6242528271
3993	-0.6242458047
3994	-0.6242353868
3995	-0.6242280276
3996	-0.6242229921
3997	-0.6242192872
3998	-0.6242147369
3999	-0.6242090193
